epoch,step,key,mean_reward,response_length
0,102,math_dapo|78da60e7-8295-4ade-b452-db8b0283bd30,-1.0,1183.875
0,102,math_dapo|7952579d-de7a-455c-b334-86da1c0b6c6f,-1.0,944.25
0,102,math_dapo|797266de-b46f-4a0e-853f-7894e776d2b3,-1.0,654.4375
0,102,math_dapo|79947f8d-a77d-456b-9036-0de59f04c39b,-1.0,926.25
0,102,math_dapo|79989b8e-fb94-4aa1-8865-4cf281374baf,-1.0,840.75
0,102,math_dapo|7af04673-c122-45e4-ac4f-014225359727,-1.0,764.4375
0,102,math_dapo|7b2484ba-94d5-45d5-a589-cdc75661fede,-1.0,980.75
0,102,math_dapo|7bddb398-8766-4b2e-9946-02a1e471ac61,-1.0,832.9375
0,102,math_dapo|7d15809c-8dca-4c4b-a1ca-6fe1ae8911b3,-1.0,965.8125
0,102,math_dapo|7d480328-c00f-4a35-bd4a-84c4a1ec286a,-1.0,757.0625
0,102,math_dapo|7deca682-fbcd-44a4-9540-79f544874439,-1.0,1229.3125
0,102,math_dapo|7e4cf208-62fd-44fd-a73a-c95e6c6853ad,-1.0,813.5
0,102,math_dapo|7f1c8827-2e5d-429d-829b-f204331df3e9,-1.0,436.4375
0,102,math_dapo|7f3abb3d-7e16-417e-9343-9513d2c93f2c,-1.0,1549.6875
0,102,math_dapo|7f512713-1a5b-4f99-a93b-285324905510,-1.000701904296875,1339.3125
0,102,math_dapo|7f5c9de2-1500-4345-b7fe-33c51e4e8140,-1.0,1000.125
0,102,math_dapo|7fd3bd0d-edb3-4ef2-b370-53bd6cb800cc,-1.0,1263.875
0,102,math_dapo|821d108c-819c-43c6-aa35-d551f376e863,-1.0,697.0625
0,102,math_dapo|82571002-8fad-4fb7-b993-602567af1865,-1.0,806.6875
0,102,math_dapo|82634560-9eb9-4838-a884-5f8f8cc2385a,-1.0,970.6875
0,102,math_dapo|8298f4ae-d0c2-4a51-b7bc-76f1ef16dd7b,-1.0,928.75
0,102,math_dapo|829b62ae-abd7-4a0c-abc5-b3125d35a0db,-1.0,794.3125
0,102,math_dapo|8375c95c-b0c6-4376-a422-447278c4782d,-1.0,943.5625
0,102,math_dapo|83892028-e416-402b-b686-71cdf03b0b54,-0.875,574.8125
0,102,math_dapo|83946cea-9679-45fa-9bfd-b58334a2a339,-1.0,465.75
0,102,math_dapo|83d750d7-aa88-46aa-a507-20a1b811f197,-1.0119171142578125,1465.25
0,102,math_dapo|8412cfd4-2217-4568-9972-2ed4153a0175,-1.0,1369.25
0,102,math_dapo|841ccee4-e169-4a20-bf42-7eb113dd307c,-1.0,654.625
0,102,math_dapo|84716a12-fea6-4397-a311-eb2f624581a8,-1.0,1038.0625
0,102,math_dapo|84727e0c-e5ae-4726-bee9-67cac43a6d62,-1.0,921.5625
0,102,math_dapo|84802a4d-ac43-49e0-a14b-0eb5a598cea3,-1.0,1547.6875
0,102,math_dapo|84b1a2a5-7f30-46ea-9e2d-9b7858ddfe5e,-0.875,541.6875
0,102,math_dapo|85ddb651-0234-4d73-b8e6-22ab9e04dbb6,-1.0,1453.8125
0,102,math_dapo|875571f9-38ca-4860-8e69-c5cdcf0654ba,-1.0,1722.3125
0,102,math_dapo|88040f88-1168-47d8-92ff-30ca32d2360d,-1.0,572.1875
0,102,math_dapo|8a34fada-569c-43ef-808f-629f5183294b,-1.0,1191.5625
0,102,math_dapo|8a6c560e-1e3e-4531-ae9f-54fe21897f3b,-1.0,1328.375
0,102,math_dapo|8ad0d9e3-636c-4323-8abe-abbae2cb3865,-1.0,417.5625
0,102,math_dapo|8cba10eb-7d6b-4e60-891e-a9d8e76512f6,-1.0,669.0
0,102,math_dapo|8d075b3c-431f-4944-bdb5-9507d0aeff1f,-1.0195770263671875,1081.5
0,102,math_dapo|8da82082-0dee-402a-95e3-cd4fe49b607a,-1.0,469.75
0,102,math_dapo|8ed002e0-6cb2-4b53-bf40-9015488591bb,-1.0,1162.8125
